./tmp/abhd10 0.025509 0.01338 0.0007214 
./tmp/ac017104.1 0.117774 0.043774 6.109e-08 
./tmp/ac079921.2 0.132601 0.091179 5.728e-07 
./tmp/ac091132.1 -0.002223 0.003043 0.3659 
./tmp/ac104653.1 0.261346 0.057434 0 
./tmp/ac108206.1 0.385422 0.081815 0 
./tmp/acad8 0.133846 0.051238 1.285e-06 
./tmp/acat1 0.059542 0.026922 2.745e-05 
./tmp/acox3 0.079738 0.041622 0.0001114 
./tmp/ad000671.1 0.076057 0.032902 3.442e-06 
./tmp/adam15 0.244379 0.057723 5.551e-17 
./tmp/adamts6 0.063049 0.030126 0.0007177 
./tmp/adgre1 0.080384 0.058009 0.001025 
./tmp/adk 0.02153 0.017705 0.005619 
./tmp/aftph 0.250719 0.085883 0 
./tmp/agap6 0.041937 0.022092 0.000532 
./tmp/akr7a3 0.202356 0.068169 9.521e-06 
./tmp/al160291.1 0.1943 0.072437 1.149e-10 
./tmp/al160408.3 0.20801 0.056767 0 
./tmp/al354740.1 0.233812 0.080467 1.085e-12 
./tmp/alad 0.068446 0.026491 5.958e-05 
./tmp/alox15b 0.006703 0.008197 0.2151 
./tmp/ankh 0.102779 0.045564 2.262e-08 
./tmp/ankrd27 0.14366 0.046635 4.715e-11 
./tmp/ankrd6 0.061491 0.032179 0.003697 
./tmp/anxa2r 0.098681 0.036912 9.489e-07 
./tmp/anxa5 0.999429 8.7e-05 0 
./tmp/anxa6 0.134589 0.053285 5.916e-07 
./tmp/ap3b1 0.003825 0.005977 0.2444 
./tmp/ap3d1 0.303983 0.071341 2.744e-12 
./tmp/ap4b1 0.083059 0.030983 1.144e-08 
./tmp/ap4m1 0.078874 0.036821 2.655e-07 
./tmp/arhgap18 0.08537 0.038953 0.002991 
./tmp/arhgap22 0.075894 0.047251 0.005564 
./tmp/arhgap24 -0.006622 0.000445 0.07051 
./tmp/arhgap35 0.074433 0.042736 5.904e-06 
./tmp/arhgef35 0.054715 0.026877 2.876e-05 
./tmp/arl14ep 0.090912 0.036393 9.27e-15 
./tmp/atf6 0.118939 0.065495 1.233e-06 
./tmp/atp1b1 0.085846 0.044861 0.04262 
./tmp/atp7b 0.057071 0.034104 1.419e-06 
./tmp/b3galnt1 0.125984 0.053486 1.912e-12 
./tmp/b3gnt7 0.002903 0.008348 0.3886 
./tmp/b4galt1 0.271138 0.05865 0 
./tmp/bbs12 0.144412 0.068402 1.533e-05 
./tmp/bin1 0.344461 0.083393 0 
./tmp/birc5 0.198827 0.055867 6.738e-11 
./tmp/borcs5 0.035564 0.021223 0.007848 
./tmp/borcs7 0.250077 0.085566 0 
./tmp/brk1 0.172574 0.054893 0 
./tmp/bsg 0.233405 0.042684 0 
./tmp/bspry 0.290401 0.074217 5.351e-14 
./tmp/bx088651.4 0.00356 0.011898 0.4338 
./tmp/c12orf73 0.099756 0.044869 1.025e-10 
./tmp/c17orf107 0.090335 0.044385 2.343e-07 
./tmp/c1orf216 0.113939 0.039117 0 
./tmp/c3orf33 0.025309 0.017712 0.01077 
./tmp/c4orf33 0.211179 0.092811 0.0001132 
./tmp/calm3 0.037582 0.020583 0.00949 
./tmp/ccdc50 0.055575 0.029171 0.0008562 
./tmp/ccr8 0.135574 0.040476 0 
./tmp/cct6b 0.079498 0.027955 4.119e-11 
./tmp/cd46 0.175176 0.064071 6.338e-08 
./tmp/cd58 0.003334 0.010266 0.3857 
./tmp/cd63 0.08444 0.040039 2.074e-06 
./tmp/cdc14a 0.082493 0.03538 6.627e-05 
./tmp/cdc34 0.116804 0.046346 0.0001128 
./tmp/cdc37 0.046931 0.022775 5.007e-07 
./tmp/cdc42bpa 0.087492 0.033984 2.109e-10 
./tmp/cdk5r1 0.03391 0.014431 1.335e-06 
./tmp/cebpzos 0.066822 0.032333 8.023e-05 
./tmp/cenatac-dt 0.085716 0.042966 5.593e-06 
./tmp/cenpq 0.260645 0.082268 0 
./tmp/cep19 0.157897 0.049772 6.772e-15 
./tmp/cep41 0.012394 0.016235 0.1954 
./tmp/cep85 0.089132 0.041322 9.494e-09 
./tmp/cfap251 0.132305 0.049278 3.386e-12 
./tmp/cfap91 0.089344 0.037563 4.559e-09 
./tmp/chaf1a 0.033581 0.024228 0.005555 
./tmp/chchd4 0.142966 0.054006 6.463e-11 
./tmp/chpt1 0.132883 0.039924 0 
./tmp/chrne 0.194181 0.056994 0 
./tmp/clnk 0.102287 0.046956 2.04e-05 
./tmp/clstn3 0.060117 0.032555 0.004136 
./tmp/col24a1 0.163927 0.072669 0.015 
./tmp/colca2 0.245762 0.079382 3.68e-14 
./tmp/coprs 0.049278 0.030604 1.42e-05 
./tmp/cox17 0.023455 0.013602 0.004181 
./tmp/csrnp1 0.059937 0.028242 0.001146 
./tmp/csta 0.038133 0.019203 0.001441 
./tmp/ctc1 0.115566 0.045752 1.11e-16 
./tmp/cx3cr1 0.086436 0.037727 0.0002274 
./tmp/dcaf10 0.01982 0.011533 0.0006264 
./tmp/dgkd 0.161288 0.044369 1.023e-13 
./tmp/diras1 0.064099 0.027632 7.004e-08 
./tmp/dmac2 -0.002753 0.001381 0.2161 
./tmp/dmgdh 0.112858 0.048839 4.031e-11 
./tmp/dnah17 0.007499 0.009385 0.2375 
./tmp/dnlz 0.392225 0.063294 1.377e-14 
./tmp/dnph1 0.229801 0.066123 0 
./tmp/dock8-as1 0.055943 0.029991 6.023e-05 
./tmp/dram2 0.066421 0.03399 9.035e-06 
./tmp/dtx4 0.147512 0.071014 0.01309 
./tmp/dus1l 0.01268 0.013287 0.1851 
./tmp/dusp12 0.131608 0.058481 0.007305 
./tmp/dxo 0.143106 0.069133 0.01376 
./tmp/echdc2 0.082537 0.034472 5.459e-13 
./tmp/eftud2 0.111915 0.037257 2.145e-12 
./tmp/ehd3 0.319445 0.062205 0 
./tmp/eif2ak3-dt 0.017368 0.011448 0.01492 
./tmp/eif3i 0.00 0.00 0.00
./tmp/eif4b 0.031764 0.025346 0.002863 
./tmp/eif5a 0.12756 0.03832 0 
./tmp/enc1 0.013294 0.013852 0.1415 
./tmp/ensg00000006075 0.049291 0.022705 1.387e-06 
./tmp/ensg00000056661 0.178661 0.044101 0 
./tmp/ensg00000116883 0.077461 0.029878 5.836e-07 
./tmp/ensg00000145965 0.063884 0.03166 0.005901 
./tmp/ensg00000174100 0.240014 0.082704 5.357e-12 
./tmp/ensg00000179294 0.043673 0.020931 0.0002588 
./tmp/ensg00000182368 0.062959 0.027442 0.001494 
./tmp/ensg00000204807 0.077367 0.025925 4.504e-05 
./tmp/ensg00000232116 0.043122 0.034824 0.008893 
./tmp/ensg00000241768 0.098535 0.035206 0.0007323 
./tmp/ensg00000259850 0.271284 0.062084 0 
./tmp/ensg00000260006 0.132735 0.052544 1.22e-08 
./tmp/epdr1 0.009268 0.012247 0.2283 
./tmp/erap2 0.861444 0.028402 0 
./tmp/etv2 0.053203 0.027576 6.548e-05 
./tmp/exosc5 0.265046 0.068997 1.458e-09 
./tmp/faap24 0.187293 0.058622 1.132e-14 
./tmp/fam117b 0.049222 0.028136 0.0003729 
./tmp/fam120b 0.05663 0.025559 2.306e-05 
./tmp/fam153b 0.315616 0.047444 0 
./tmp/fam174c 0.065916 0.022717 5.019e-09 
./tmp/fam234b 0.05195 0.037359 0.00653 
./tmp/fam43a 0.005297 0.006657 0.217 
./tmp/fancf 0.093246 0.043618 1.518e-08 
./tmp/fbrsl1 0.041248 0.01826 0.0003042 
./tmp/fbxl5 0.001542 0.005096 0.4043 
./tmp/fbxo6 0.143946 0.046468 3.07e-08 
./tmp/fcgr2a 0.084848 0.040939 5.878e-05 
./tmp/fcrl3 0.205175 0.063226 2.22e-16 
./tmp/fdxr 0.095909 0.060729 3.36e-05 
./tmp/fgf2 0.462003 0.07733 0 
./tmp/fgfrl1 0.162096 0.045721 0 
./tmp/fhad1 0.035543 0.015837 3.002e-05 
./tmp/fkbp2 0.133981 0.051891 4.435e-07 
./tmp/foxred1 0.193151 0.061902 2.061e-13 
./tmp/ftcdnl1 0.256852 0.063199 0 
./tmp/fxyd5 0.127386 0.040721 1.436e-08 
./tmp/fzd5 0.036247 0.023511 0.03733 
./tmp/gas6 0.094415 0.034938 2.739e-05 
./tmp/gbp4 0.057684 0.030549 1.06e-05 
./tmp/gcnt2 0.04289 0.027465 0.0003668 
./tmp/gipc3 0.160286 0.046324 1.506e-07 
./tmp/gldc 0.137159 0.050334 2.152e-07 
./tmp/glrx3 0.027396 0.013428 0.003103 
./tmp/glul 0.043292 0.021502 3.673e-08 
./tmp/gpbp1 0.035359 0.022088 0.001603 
./tmp/gpr55 0.051061 0.025631 0.002013 
./tmp/gsto2 0.032478 0.024294 0.02765 
./tmp/gtf2h2c 0.037279 0.020084 4.974e-05 
./tmp/gtpbp3 0.073537 0.045703 0.02983 
./tmp/gype 0.044067 0.020137 5.407e-05 
./tmp/hadh 0.0109 0.020456 0.1964 
./tmp/hat1 0.001694 0.004905 0.3854 
./tmp/hcg27 0.356173 0.068368 0 
./tmp/hdhd3 0.416937 0.069484 3.886e-16 
./tmp/hebp2 0.890886 0.030006 0 
./tmp/higd2a 0.174731 0.04107 0 
./tmp/hikeshi 0.18581 0.051613 2.448e-09 
./tmp/hla-dqa1 0.392497 0.060505 0 
./tmp/hla-dqa2 0.849718 0.02607 0 
./tmp/hmhb1 0.027672 0.014608 0.003364 
./tmp/hsdl2 0.193677 0.093294 1.015e-10 
./tmp/hsf2bp 0.339877 0.07145 0 
./tmp/hspa1l 0.244207 0.076664 6.168e-07 
./tmp/hspbap1 0.062851 0.034235 6.588e-07 
./tmp/hyal4 0.227555 0.097076 0.0001752 
./tmp/iffo2 0.102225 0.065024 0.01037 
./tmp/ifitm3 0.359035 0.054409 0 
./tmp/ifnar2 0.023159 0.013655 0.001666 
./tmp/ighmbp2 0.08396 0.034748 4.277e-12 
./tmp/il6r 0.059672 0.024943 1.113e-05 
./tmp/inpp5e 0.122736 0.058039 9.051e-10 
./tmp/insig1 0.025875 0.014288 0.006199 
./tmp/itgae 0.007849 0.010074 0.2421 
./tmp/itgb1 0.050476 0.027185 0.01857 
./tmp/itpkc 0.306792 0.065837 5.551e-16 
./tmp/jagn1 0.05314 0.025218 3.302e-06 
./tmp/kalrn 0.000993 0.005184 0.4405 
./tmp/keap1 0.096902 0.043472 0.000207 
./tmp/kiaa1217 -0.004947 6e-05 0.08528 
./tmp/kif1b 0.238928 0.062164 1.704e-09 
./tmp/klhl7-dt 0.661527 0.062179 0 
./tmp/kptn 0.0423 0.021783 3.084e-05 
./tmp/lacc1 0.105065 0.047984 1.299e-13 
./tmp/lamb3 0.079501 0.041401 0.005152 
./tmp/lap3 -0.002313 0.00165 0.3285 
./tmp/lias 0.017633 0.015625 0.05314 
./tmp/lilrb1 0.066587 0.030101 1.241e-05 
./tmp/lilrb2 0.008445 0.009893 0.2093 
./tmp/linc00467 0.075361 0.043807 4.699e-05 
./tmp/linc00539 0.291653 0.054249 0 
./tmp/linc01006 0.158358 0.093868 1.495e-07 
./tmp/linc01238 0.043792 0.021848 5.619e-05 
./tmp/linc01307 0.464843 0.067996 0 
./tmp/linc01531 0.068208 0.031825 0.0004808 
./tmp/linc02361 0.200863 0.044106 0 
./tmp/linc02367 0.582931 0.067414 0 
./tmp/linc02397 0.165964 0.064816 0.0006512 
./tmp/linc02541 0.043245 0.025514 0.004968 
./tmp/llgl1 0.078068 0.037415 3.953e-07 
./tmp/loc101928053 0.181059 0.063419 2.709e-09 
./tmp/loc101929054 0.045431 0.019997 1.126e-08 
./tmp/lpcat1 0.155358 0.039852 3.031e-14 
./tmp/lrfn4 0.074851 0.030276 9.481e-12 
./tmp/lrrc25 0.221259 0.05563 0 
./tmp/lrrc27 0.160656 0.046541 3.586e-14 
./tmp/lrrc37a3 0.099543 0.034458 2.205e-10 
./tmp/mag 0.162938 0.045541 3.401e-10 
./tmp/magohb 0.089056 0.055059 3.24e-05 
./tmp/mapk13 0.084079 0.034992 4.344e-08 
./tmp/matr3 0.053354 0.042724 0.0001363 
./tmp/mcm3ap-as1 0.082228 0.03503 3.199e-08 
./tmp/mcoln3 0.192307 0.063271 4.747e-09 
./tmp/mcur1 0.111953 0.045268 5.552e-08 
./tmp/mettl18 0.256909 0.069673 0 
./tmp/mgmt 0.087491 0.028296 5.638e-09 
./tmp/mkrn2 0.109692 0.041519 3.643e-13 
./tmp/mpzl3 0.113116 0.058812 2.125e-08 
./tmp/mri1 0.208413 0.046909 0 
./tmp/mrpl48 0.23908 0.078048 4.996e-16 
./tmp/mrps36 0.058157 0.03144 2.538e-08 
./tmp/mtarc2 0.078464 0.044657 5.929e-08 
./tmp/mthfr 0.075668 0.032074 8.298e-13 
./tmp/mtmr4 0.097545 0.049977 1.434e-06 
./tmp/mttp 0.106043 0.083008 8.643e-06 
./tmp/mxi1 0.058403 0.026927 5.301e-07 
./tmp/myh3 0.259332 0.070562 3.886e-16 
./tmp/nbl1 0.03023 0.022654 0.0553 
./tmp/nbpf3 0.634645 0.059806 0 
./tmp/ndufc1 0.004041 0.006439 0.2504 
./tmp/neat1 0.075749 0.030209 9.789e-10 
./tmp/nelfb 0.057534 0.02735 4.807e-10 
./tmp/nlrc4 0.104605 0.042627 5.657e-12 
./tmp/nlrp2 0.231571 0.050584 0 
./tmp/nme6 0.088963 0.045837 0 
./tmp/nmnat3 0.113389 0.03371 2.776e-16 
./tmp/nt5c1a 0.238586 0.068363 1.839e-11 
./tmp/nucb1 0.054248 0.024927 1.485e-05 
./tmp/nup35 0.093126 0.043044 7.242e-06 
./tmp/nus1 0.012184 0.011145 0.1409 
./tmp/nutm2b-as1 0.144307 0.057824 4.19e-10 
./tmp/p2rx1 0.036071 0.022415 0.02652 
./tmp/p2ry1 0.029591 0.028989 0.03216 
./tmp/p2ry11 0.116037 0.038527 1.086e-07 
